rgb,mask,steering
sim_data/RGB\00031.png,sim_data/masks\00031.png,0.0
sim_data/RGB\00032.png,sim_data/masks\00032.png,0.0
sim_data/RGB\00033.png,sim_data/masks\00033.png,0.0
sim_data/RGB\00034.png,sim_data/masks\00034.png,0.0006155604496598244
sim_data/RGB\00035.png,sim_data/masks\00035.png,0.0
sim_data/RGB\00036.png,sim_data/masks\00036.png,0.0
sim_data/RGB\00037.png,sim_data/masks\00037.png,0.0
sim_data/RGB\00038.png,sim_data/masks\00038.png,-0.0006155604496598244
sim_data/RGB\00039.png,sim_data/masks\00039.png,0.0
sim_data/RGB\00040.png,sim_data/masks\00040.png,0.0
sim_data/RGB\00041.png,sim_data/masks\00041.png,0.0
sim_data/RGB\00042.png,sim_data/masks\00042.png,0.0
sim_data/RGB\00043.png,sim_data/masks\00043.png,0.0
sim_data/RGB\00044.png,sim_data/masks\00044.png,0.0
sim_data/RGB\00045.png,sim_data/masks\00045.png,0.0
sim_data/RGB\00046.png,sim_data/masks\00046.png,-0.0006155604496598244
sim_data/RGB\00047.png,sim_data/masks\00047.png,0.0
sim_data/RGB\00048.png,sim_data/masks\00048.png,0.0
sim_data/RGB\00049.png,sim_data/masks\00049.png,0.00017573311924934387
sim_data/RGB\00050.png,sim_data/masks\00050.png,0.0
sim_data/RGB\00051.png,sim_data/masks\00051.png,-0.00043982735951431096
sim_data/RGB\00052.png,sim_data/masks\00052.png,0.00017573311924934387
sim_data/RGB\00053.png,sim_data/masks\00053.png,0.0
sim_data/RGB\00054.png,sim_data/masks\00054.png,0.0006155604496598244
sim_data/RGB\00055.png,sim_data/masks\00055.png,-0.000304378685541451
sim_data/RGB\00056.png,sim_data/masks\00056.png,-0.000870533986017108
sim_data/RGB\00057.png,sim_data/masks\00057.png,0.0002485241857357323
sim_data/RGB\00058.png,sim_data/masks\00058.png,0.0
sim_data/RGB\00059.png,sim_data/masks\00059.png,0.0006155604496598244
sim_data/RGB\00060.png,sim_data/masks\00060.png,0.0
sim_data/RGB\00061.png,sim_data/masks\00061.png,0.0
sim_data/RGB\00062.png,sim_data/masks\00062.png,0.0
sim_data/RGB\00063.png,sim_data/masks\00063.png,0.0
sim_data/RGB\00064.png,sim_data/masks\00064.png,0.0006155604496598244
sim_data/RGB\00065.png,sim_data/masks\00065.png,0.0
sim_data/RGB\00066.png,sim_data/masks\00066.png,0.0
sim_data/RGB\00067.png,sim_data/masks\00067.png,0.0006155604496598244
sim_data/RGB\00068.png,sim_data/masks\00068.png,0.0
sim_data/RGB\00069.png,sim_data/masks\00069.png,0.0
sim_data/RGB\00070.png,sim_data/masks\00070.png,0.0
sim_data/RGB\00071.png,sim_data/masks\00071.png,0.0
sim_data/RGB\00072.png,sim_data/masks\00072.png,0.0
sim_data/RGB\00073.png,sim_data/masks\00073.png,0.00017573311924934387
sim_data/RGB\00074.png,sim_data/masks\00074.png,0.0
sim_data/RGB\00075.png,sim_data/masks\00075.png,0.0
sim_data/RGB\00076.png,sim_data/masks\00076.png,0.0
sim_data/RGB\00077.png,sim_data/masks\00077.png,0.0
sim_data/RGB\00078.png,sim_data/masks\00078.png,0.0
sim_data/RGB\00079.png,sim_data/masks\00079.png,0.0
sim_data/RGB\00080.png,sim_data/masks\00080.png,0.0
sim_data/RGB\00081.png,sim_data/masks\00081.png,0.0
sim_data/RGB\00082.png,sim_data/masks\00082.png,0.0
sim_data/RGB\00083.png,sim_data/masks\00083.png,0.0
sim_data/RGB\00084.png,sim_data/masks\00084.png,0.0
sim_data/RGB\00085.png,sim_data/masks\00085.png,0.017421625554561615
sim_data/RGB\00086.png,sim_data/masks\00086.png,0.012717805802822113
sim_data/RGB\00087.png,sim_data/masks\00087.png,0.010554959997534752
sim_data/RGB\00088.png,sim_data/masks\00088.png,0.008639270439743996
sim_data/RGB\00089.png,sim_data/masks\00089.png,0.00827940646559
sim_data/RGB\00090.png,sim_data/masks\00090.png,0.005390165373682976
sim_data/RGB\00091.png,sim_data/masks\00091.png,0.005092507693916559
sim_data/RGB\00092.png,sim_data/masks\00092.png,0.0028522845823317766
sim_data/RGB\00093.png,sim_data/masks\00093.png,0.002540902467444539
sim_data/RGB\00094.png,sim_data/masks\00094.png,0.0012173218419775367
sim_data/RGB\00095.png,sim_data/masks\00095.png,0.05192030221223831
sim_data/RGB\00096.png,sim_data/masks\00096.png,0.03885103762149811
sim_data/RGB\00097.png,sim_data/masks\00097.png,0.013778842985630035
sim_data/RGB\00098.png,sim_data/masks\00098.png,0.01278645358979702
sim_data/RGB\00099.png,sim_data/masks\00099.png,0.0034884882625192404
sim_data/RGB\00100.png,sim_data/masks\00100.png,0.0018341409740969539
sim_data/RGB\00101.png,sim_data/masks\00101.png,0.0035770765971392393
sim_data/RGB\00102.png,sim_data/masks\00102.png,0.0016248848987743258
sim_data/RGB\00103.png,sim_data/masks\00103.png,0.0010165018029510975
sim_data/RGB\00104.png,sim_data/masks\00104.png,-0.00017573311924934387
sim_data/RGB\00105.png,sim_data/masks\00105.png,0.0006155604496598244
sim_data/RGB\00106.png,sim_data/masks\00106.png,-0.03818036988377571
sim_data/RGB\00107.png,sim_data/masks\00107.png,-0.02865036018192768
sim_data/RGB\00108.png,sim_data/masks\00108.png,-0.011496145278215408
sim_data/RGB\00109.png,sim_data/masks\00109.png,-0.0055253952741622925
sim_data/RGB\00110.png,sim_data/masks\00110.png,-0.0026535112410783768
sim_data/RGB\00111.png,sim_data/masks\00111.png,-0.022917477414011955
sim_data/RGB\00112.png,sim_data/masks\00112.png,-0.01705625280737877
sim_data/RGB\00113.png,sim_data/masks\00113.png,-0.004750507418066263
sim_data/RGB\00114.png,sim_data/masks\00114.png,-0.004563415888696909
sim_data/RGB\00115.png,sim_data/masks\00115.png,-0.0012347489828243852
sim_data/RGB\00116.png,sim_data/masks\00116.png,-0.001317017013207078
sim_data/RGB\00117.png,sim_data/masks\00117.png,-0.0006732309120707214
sim_data/RGB\00118.png,sim_data/masks\00118.png,-0.00031118179322220385
sim_data/RGB\00119.png,sim_data/masks\00119.png,-0.004466314800083637
sim_data/RGB\00120.png,sim_data/masks\00120.png,-0.001745526329614222
sim_data/RGB\00121.png,sim_data/masks\00121.png,-0.0006958235753700137
sim_data/RGB\00122.png,sim_data/masks\00122.png,0.000304378685541451
sim_data/RGB\00123.png,sim_data/masks\00123.png,-0.0006155604496598244
sim_data/RGB\00124.png,sim_data/masks\00124.png,-0.028816362842917442
sim_data/RGB\00125.png,sim_data/masks\00125.png,-0.011855976656079292
sim_data/RGB\00126.png,sim_data/masks\00126.png,-0.01032691914588213
sim_data/RGB\00127.png,sim_data/masks\00127.png,-0.0019136120099574327
sim_data/RGB\00128.png,sim_data/masks\00128.png,-0.0017510466277599335
sim_data/RGB\00129.png,sim_data/masks\00129.png,-0.04691195860505104
sim_data/RGB\00130.png,sim_data/masks\00130.png,-0.04286523535847664
sim_data/RGB\00131.png,sim_data/masks\00131.png,-0.07887492328882217
sim_data/RGB\00132.png,sim_data/masks\00132.png,-0.06105680391192436
sim_data/RGB\00133.png,sim_data/masks\00133.png,-0.02015315555036068
sim_data/RGB\00134.png,sim_data/masks\00134.png,-0.017774993553757668
sim_data/RGB\00135.png,sim_data/masks\00135.png,-0.061811093240976334
sim_data/RGB\00136.png,sim_data/masks\00136.png,-0.05628702789545059
sim_data/RGB\00137.png,sim_data/masks\00137.png,-0.0902724489569664
sim_data/RGB\00138.png,sim_data/masks\00138.png,-0.06960898637771606
sim_data/RGB\00139.png,sim_data/masks\00139.png,-0.024575676769018173
sim_data/RGB\00140.png,sim_data/masks\00140.png,-0.09044396132230759
sim_data/RGB\00141.png,sim_data/masks\00141.png,-0.07046929001808167
sim_data/RGB\00142.png,sim_data/masks\00142.png,-0.02622559666633606
sim_data/RGB\00143.png,sim_data/masks\00143.png,-0.02227555215358734
sim_data/RGB\00144.png,sim_data/masks\00144.png,-0.06963717192411423
sim_data/RGB\00145.png,sim_data/masks\00145.png,-0.0645381510257721
sim_data/RGB\00146.png,sim_data/masks\00146.png,-0.09903498739004135
sim_data/RGB\00147.png,sim_data/masks\00147.png,-0.07771231234073639
sim_data/RGB\00148.png,sim_data/masks\00148.png,-0.027738627046346664
sim_data/RGB\00149.png,sim_data/masks\00149.png,-0.09638994932174683
sim_data/RGB\00150.png,sim_data/masks\00150.png,-0.04998393356800079
sim_data/RGB\00151.png,sim_data/masks\00151.png,-0.09149664640426636
sim_data/RGB\00152.png,sim_data/masks\00152.png,-0.06970977783203125
sim_data/RGB\00153.png,sim_data/masks\00153.png,-0.02649976871907711
sim_data/RGB\00154.png,sim_data/masks\00154.png,-0.09164391458034515
sim_data/RGB\00155.png,sim_data/masks\00155.png,-0.07127447426319122
sim_data/RGB\00156.png,sim_data/masks\00156.png,-0.023783158510923386
sim_data/RGB\00157.png,sim_data/masks\00157.png,-0.0878102034330368
sim_data/RGB\00158.png,sim_data/masks\00158.png,-0.06814300268888474
sim_data/RGB\00159.png,sim_data/masks\00159.png,-0.025874197483062744
sim_data/RGB\00160.png,sim_data/masks\00160.png,-0.09833072870969772
sim_data/RGB\00161.png,sim_data/masks\00161.png,-0.05033954232931137
sim_data/RGB\00162.png,sim_data/masks\00162.png,-0.04246881231665611
sim_data/RGB\00163.png,sim_data/masks\00163.png,-0.07251323759555817
sim_data/RGB\00164.png,sim_data/masks\00164.png,-0.0650346577167511
sim_data/RGB\00165.png,sim_data/masks\00165.png,-0.09888236969709396
sim_data/RGB\00166.png,sim_data/masks\00166.png,-0.07511517405509949
sim_data/RGB\00167.png,sim_data/masks\00167.png,-0.016172826290130615
sim_data/RGB\00168.png,sim_data/masks\00168.png,-0.0677901953458786
sim_data/RGB\00169.png,sim_data/masks\00169.png,-0.1257176399230957
sim_data/RGB\00170.png,sim_data/masks\00170.png,-0.05523219704627991
sim_data/RGB\00171.png,sim_data/masks\00171.png,-0.12293655425310135
sim_data/RGB\00172.png,sim_data/masks\00172.png,-0.10352134704589844
sim_data/RGB\00173.png,sim_data/masks\00173.png,-0.07578212022781372
sim_data/RGB\00174.png,sim_data/masks\00174.png,-0.06885377317667007
sim_data/RGB\00175.png,sim_data/masks\00175.png,-0.0996273010969162
sim_data/RGB\00176.png,sim_data/masks\00176.png,-0.07706854492425919
sim_data/RGB\00177.png,sim_data/masks\00177.png,-0.12260943651199341
sim_data/RGB\00178.png,sim_data/masks\00178.png,-0.0947628766298294
sim_data/RGB\00179.png,sim_data/masks\00179.png,-0.03662935271859169
sim_data/RGB\00180.png,sim_data/masks\00180.png,-0.05840379744768143
sim_data/RGB\00181.png,sim_data/masks\00181.png,-0.04926416277885437
sim_data/RGB\00182.png,sim_data/masks\00182.png,-0.07813861966133118
sim_data/RGB\00183.png,sim_data/masks\00183.png,-0.09812851250171661
sim_data/RGB\00184.png,sim_data/masks\00184.png,-0.1266610324382782
sim_data/RGB\00185.png,sim_data/masks\00185.png,-0.1040821447968483
sim_data/RGB\00186.png,sim_data/masks\00186.png,-0.08945995569229126
sim_data/RGB\00187.png,sim_data/masks\00187.png,-0.07593689113855362
sim_data/RGB\00188.png,sim_data/masks\00188.png,-0.04243014007806778
sim_data/RGB\00189.png,sim_data/masks\00189.png,-0.0215457696467638
sim_data/RGB\00190.png,sim_data/masks\00190.png,-0.013666059821844101
sim_data/RGB\00191.png,sim_data/masks\00191.png,-0.008404811844229698
sim_data/RGB\00192.png,sim_data/masks\00192.png,0.02391570433974266
sim_data/RGB\00193.png,sim_data/masks\00193.png,0.021796483546495438
sim_data/RGB\00194.png,sim_data/masks\00194.png,0.021429847925901413
sim_data/RGB\00195.png,sim_data/masks\00195.png,0.033404137939214706
sim_data/RGB\00196.png,sim_data/masks\00196.png,0.02521342784166336
sim_data/RGB\00197.png,sim_data/masks\00197.png,0.019975876435637474
sim_data/RGB\00198.png,sim_data/masks\00198.png,0.017127783969044685
sim_data/RGB\00199.png,sim_data/masks\00199.png,0.008816849440336227
sim_data/RGB\00200.png,sim_data/masks\00200.png,0.005955923348665237
sim_data/RGB\00201.png,sim_data/masks\00201.png,-0.0037449791561812162
sim_data/RGB\00202.png,sim_data/masks\00202.png,-0.009201673790812492
sim_data/RGB\00203.png,sim_data/masks\00203.png,-0.008351744152605534
sim_data/RGB\00204.png,sim_data/masks\00204.png,-0.0075650387443602085
sim_data/RGB\00205.png,sim_data/masks\00205.png,-0.007950483821332455
sim_data/RGB\00206.png,sim_data/masks\00206.png,-0.006120486184954643
sim_data/RGB\00207.png,sim_data/masks\00207.png,-0.0049286410212516785
sim_data/RGB\00208.png,sim_data/masks\00208.png,-0.0033209717366844416
sim_data/RGB\00209.png,sim_data/masks\00209.png,-0.0003471075906418264
sim_data/RGB\00210.png,sim_data/masks\00210.png,0.00010403779742773622
sim_data/RGB\00211.png,sim_data/masks\00211.png,0.0005231563118286431
sim_data/RGB\00212.png,sim_data/masks\00212.png,0.002052539959549904
sim_data/RGB\00213.png,sim_data/masks\00213.png,0.001783348503522575
sim_data/RGB\00214.png,sim_data/masks\00214.png,0.002361583523452282
sim_data/RGB\00215.png,sim_data/masks\00215.png,0.0018319530645385385
sim_data/RGB\00216.png,sim_data/masks\00216.png,0.001181899569928646
sim_data/RGB\00217.png,sim_data/masks\00217.png,0.001181899569928646
sim_data/RGB\00218.png,sim_data/masks\00218.png,0.00038148602470755577
sim_data/RGB\00219.png,sim_data/masks\00219.png,0.00022025105135980994
sim_data/RGB\00220.png,sim_data/masks\00220.png,-0.00012418437108863145
sim_data/RGB\00221.png,sim_data/masks\00221.png,0.0
sim_data/RGB\00222.png,sim_data/masks\00222.png,-0.0003078351728618145
sim_data/RGB\00223.png,sim_data/masks\00223.png,-0.00022002359037287533
sim_data/RGB\00224.png,sim_data/masks\00224.png,-0.00022002359037287533
sim_data/RGB\00225.png,sim_data/masks\00225.png,0.0
sim_data/RGB\00226.png,sim_data/masks\00226.png,-0.0003078351728618145
sim_data/RGB\00227.png,sim_data/masks\00227.png,-0.00022002359037287533
sim_data/RGB\00228.png,sim_data/masks\00228.png,-0.0003475331177469343
sim_data/RGB\00229.png,sim_data/masks\00229.png,-0.00031116034369915724
sim_data/RGB\00230.png,sim_data/masks\00230.png,0.00012418437108863145
sim_data/RGB\00231.png,sim_data/masks\00231.png,0.0
sim_data/RGB\00232.png,sim_data/masks\00232.png,0.0
sim_data/RGB\00233.png,sim_data/masks\00233.png,-0.0003078351728618145
sim_data/RGB\00234.png,sim_data/masks\00234.png,8.781160431681201e-05
sim_data/RGB\00235.png,sim_data/masks\00235.png,0.0
sim_data/RGB\00236.png,sim_data/masks\00236.png,-0.0003078351728618145
sim_data/RGB\00237.png,sim_data/masks\00237.png,8.781160431681201e-05
sim_data/RGB\00238.png,sim_data/masks\00238.png,8.781160431681201e-05
sim_data/RGB\00239.png,sim_data/masks\00239.png,0.0005331862485036254
sim_data/RGB\00240.png,sim_data/masks\00240.png,-0.00015209417324513197
sim_data/RGB\00241.png,sim_data/masks\00241.png,0.00043534470023587346
sim_data/RGB\00242.png,sim_data/masks\00242.png,0.00031116034369915724
sim_data/RGB\00243.png,sim_data/masks\00243.png,0.00031116034369915724
sim_data/RGB\00244.png,sim_data/masks\00244.png,-0.00012418437108863145
sim_data/RGB\00245.png,sim_data/masks\00245.png,0.0
sim_data/RGB\00246.png,sim_data/masks\00246.png,0.0
sim_data/RGB\00247.png,sim_data/masks\00247.png,0.0
sim_data/RGB\00248.png,sim_data/masks\00248.png,0.0
sim_data/RGB\00249.png,sim_data/masks\00249.png,0.0
sim_data/RGB\00250.png,sim_data/masks\00250.png,0.0
sim_data/RGB\00251.png,sim_data/masks\00251.png,-0.00043534470023587346
sim_data/RGB\00252.png,sim_data/masks\00252.png,-0.0001836508308770135
sim_data/RGB\00253.png,sim_data/masks\00253.png,8.781160431681201e-05
sim_data/RGB\00254.png,sim_data/masks\00254.png,-8.781160431681201e-05
sim_data/RGB\00255.png,sim_data/masks\00255.png,-8.781160431681201e-05
sim_data/RGB\00256.png,sim_data/masks\00256.png,0.0
sim_data/RGB\00257.png,sim_data/masks\00257.png,0.0
sim_data/RGB\00258.png,sim_data/masks\00258.png,0.0003078351728618145
sim_data/RGB\00259.png,sim_data/masks\00259.png,-8.781160431681201e-05
sim_data/RGB\00260.png,sim_data/masks\00260.png,0.0
sim_data/RGB\00261.png,sim_data/masks\00261.png,0.0003078351728618145
sim_data/RGB\00262.png,sim_data/masks\00262.png,-8.781160431681201e-05
sim_data/RGB\00263.png,sim_data/masks\00263.png,0.0003078351728618145
sim_data/RGB\00264.png,sim_data/masks\00264.png,0.00022002359037287533
sim_data/RGB\00265.png,sim_data/masks\00265.png,-8.781160431681201e-05
sim_data/RGB\00266.png,sim_data/masks\00266.png,-0.0003078351728618145
sim_data/RGB\00267.png,sim_data/masks\00267.png,-0.0003078351728618145
sim_data/RGB\00268.png,sim_data/masks\00268.png,-0.0003078351728618145
sim_data/RGB\00269.png,sim_data/masks\00269.png,8.781160431681201e-05
sim_data/RGB\00270.png,sim_data/masks\00270.png,0.0
sim_data/RGB\00271.png,sim_data/masks\00271.png,0.0
sim_data/RGB\00272.png,sim_data/masks\00272.png,0.0
sim_data/RGB\00273.png,sim_data/masks\00273.png,-0.00043534470023587346
sim_data/RGB\00274.png,sim_data/masks\00274.png,-0.00043534470023587346
sim_data/RGB\00275.png,sim_data/masks\00275.png,-0.00022002359037287533
sim_data/RGB\00276.png,sim_data/masks\00276.png,8.781160431681201e-05
sim_data/RGB\00277.png,sim_data/masks\00277.png,0.0
sim_data/RGB\00278.png,sim_data/masks\00278.png,0.0
sim_data/RGB\00279.png,sim_data/masks\00279.png,-0.0030282968655228615
sim_data/RGB\00280.png,sim_data/masks\00280.png,-0.0030282968655228615
sim_data/RGB\00281.png,sim_data/masks\00281.png,-0.0022116221953183413
sim_data/RGB\00282.png,sim_data/masks\00282.png,-0.0022116221953183413
sim_data/RGB\00283.png,sim_data/masks\00283.png,-0.014362419955432415
sim_data/RGB\00284.png,sim_data/masks\00284.png,-0.014362419955432415
sim_data/RGB\00285.png,sim_data/masks\00285.png,-0.03275027498602867
sim_data/RGB\00286.png,sim_data/masks\00286.png,-0.03275027498602867
sim_data/RGB\00287.png,sim_data/masks\00287.png,-0.021225688979029655
sim_data/RGB\00288.png,sim_data/masks\00288.png,-0.01900039240717888
sim_data/RGB\00289.png,sim_data/masks\00289.png,-0.039912547916173935
sim_data/RGB\00290.png,sim_data/masks\00290.png,-0.030321868136525154
sim_data/RGB\00291.png,sim_data/masks\00291.png,-0.04529548063874245
sim_data/RGB\00292.png,sim_data/masks\00292.png,-0.036998625844717026
sim_data/RGB\00293.png,sim_data/masks\00293.png,-0.030666911974549294
sim_data/RGB\00294.png,sim_data/masks\00294.png,-0.0476578027009964
sim_data/RGB\00295.png,sim_data/masks\00295.png,-0.032915450632572174
sim_data/RGB\00296.png,sim_data/masks\00296.png,-0.029965125024318695
sim_data/RGB\00297.png,sim_data/masks\00297.png,-0.03909417986869812
sim_data/RGB\00298.png,sim_data/masks\00298.png,-0.0227995365858078
sim_data/RGB\00299.png,sim_data/masks\00299.png,-0.0227995365858078
sim_data/RGB\00300.png,sim_data/masks\00300.png,-0.03226325660943985
sim_data/RGB\00301.png,sim_data/masks\00301.png,-0.03226325660943985
sim_data/RGB\00302.png,sim_data/masks\00302.png,-0.025576068088412285
sim_data/RGB\00303.png,sim_data/masks\00303.png,-0.018112732097506523
sim_data/RGB\00304.png,sim_data/masks\00304.png,-0.036000315099954605
sim_data/RGB\00305.png,sim_data/masks\00305.png,-0.02117948606610298
sim_data/RGB\00306.png,sim_data/masks\00306.png,-0.02117948606610298
sim_data/RGB\00307.png,sim_data/masks\00307.png,-0.034142300486564636
sim_data/RGB\00308.png,sim_data/masks\00308.png,-0.027193544432520866
sim_data/RGB\00309.png,sim_data/masks\00309.png,-0.02440323308110237
sim_data/RGB\00310.png,sim_data/masks\00310.png,-0.01787540316581726
sim_data/RGB\00311.png,sim_data/masks\00311.png,-0.03847900778055191
sim_data/RGB\00312.png,sim_data/masks\00312.png,-0.02809559367597103
sim_data/RGB\00313.png,sim_data/masks\00313.png,-0.041520386934280396
sim_data/RGB\00314.png,sim_data/masks\00314.png,-0.041520386934280396
sim_data/RGB\00315.png,sim_data/masks\00315.png,-0.023136664181947708
sim_data/RGB\00316.png,sim_data/masks\00316.png,-0.023136664181947708
sim_data/RGB\00317.png,sim_data/masks\00317.png,-0.04050679877400398
sim_data/RGB\00318.png,sim_data/masks\00318.png,-0.03225705027580261
sim_data/RGB\00319.png,sim_data/masks\00319.png,-0.028991051018238068
sim_data/RGB\00320.png,sim_data/masks\00320.png,-0.02122754044830799
sim_data/RGB\00321.png,sim_data/masks\00321.png,-0.038159310817718506
sim_data/RGB\00322.png,sim_data/masks\00322.png,-0.02931099385023117
sim_data/RGB\00323.png,sim_data/masks\00323.png,-0.02808104269206524
sim_data/RGB\00324.png,sim_data/masks\00324.png,-0.06645024567842484
sim_data/RGB\00325.png,sim_data/masks\00325.png,-0.047038815915584564
sim_data/RGB\00326.png,sim_data/masks\00326.png,-0.047038815915584564
sim_data/RGB\00327.png,sim_data/masks\00327.png,-0.05662691593170166
sim_data/RGB\00328.png,sim_data/masks\00328.png,-0.05662691593170166
sim_data/RGB\00329.png,sim_data/masks\00329.png,-0.057554442435503006
sim_data/RGB\00330.png,sim_data/masks\00330.png,-0.057554442435503006
sim_data/RGB\00331.png,sim_data/masks\00331.png,-0.05582427978515625
sim_data/RGB\00332.png,sim_data/masks\00332.png,-0.06611499190330505
sim_data/RGB\00333.png,sim_data/masks\00333.png,-0.05441388487815857
sim_data/RGB\00334.png,sim_data/masks\00334.png,-0.052574723958969116
sim_data/RGB\00335.png,sim_data/masks\00335.png,-0.06256473809480667
sim_data/RGB\00336.png,sim_data/masks\00336.png,-0.05277349427342415
sim_data/RGB\00337.png,sim_data/masks\00337.png,-0.06164047122001648
sim_data/RGB\00338.png,sim_data/masks\00338.png,-0.041827891021966934
sim_data/RGB\00339.png,sim_data/masks\00339.png,-0.09967013448476791
sim_data/RGB\00340.png,sim_data/masks\00340.png,-0.08827802538871765
sim_data/RGB\00341.png,sim_data/masks\00341.png,-0.050335951149463654
sim_data/RGB\00342.png,sim_data/masks\00342.png,-0.050335951149463654
sim_data/RGB\00343.png,sim_data/masks\00343.png,-0.010822819545865059
sim_data/RGB\00344.png,sim_data/masks\00344.png,-0.0287798885256052
sim_data/RGB\00345.png,sim_data/masks\00345.png,-0.013016167096793652
sim_data/RGB\00346.png,sim_data/masks\00346.png,0.0003795218653976917
sim_data/RGB\00347.png,sim_data/masks\00347.png,-0.04046563804149628
sim_data/RGB\00348.png,sim_data/masks\00348.png,-0.07029570639133453
sim_data/RGB\00349.png,sim_data/masks\00349.png,-0.052545543760061264
sim_data/RGB\00350.png,sim_data/masks\00350.png,-0.03787640854716301
sim_data/RGB\00351.png,sim_data/masks\00351.png,-0.06491215527057648
sim_data/RGB\00352.png,sim_data/masks\00352.png,-0.04499022662639618
sim_data/RGB\00353.png,sim_data/masks\00353.png,-0.07864497601985931
sim_data/RGB\00354.png,sim_data/masks\00354.png,-0.04869653657078743
sim_data/RGB\00355.png,sim_data/masks\00355.png,-0.0314331017434597
sim_data/RGB\00356.png,sim_data/masks\00356.png,-0.06515976786613464
sim_data/RGB\00357.png,sim_data/masks\00357.png,-0.07611947506666183
sim_data/RGB\00358.png,sim_data/masks\00358.png,-0.05196226388216019
sim_data/RGB\00359.png,sim_data/masks\00359.png,-0.03235935419797897
sim_data/RGB\00360.png,sim_data/masks\00360.png,-0.06699643284082413
sim_data/RGB\00361.png,sim_data/masks\00361.png,-0.044672999531030655
sim_data/RGB\00362.png,sim_data/masks\00362.png,-0.026910733431577682
sim_data/RGB\00363.png,sim_data/masks\00363.png,-0.09087400883436203
sim_data/RGB\00364.png,sim_data/masks\00364.png,-0.06373748928308487
sim_data/RGB\00365.png,sim_data/masks\00365.png,-0.04082060232758522
sim_data/RGB\00366.png,sim_data/masks\00366.png,-0.017302438616752625
sim_data/RGB\00367.png,sim_data/masks\00367.png,-0.0020836740732192993
sim_data/RGB\00368.png,sim_data/masks\00368.png,-0.021602414548397064
sim_data/RGB\00369.png,sim_data/masks\00369.png,-0.013467865064740181
sim_data/RGB\00370.png,sim_data/masks\00370.png,-0.0070883710868656635
sim_data/RGB\00371.png,sim_data/masks\00371.png,-0.0027195410802960396
sim_data/RGB\00372.png,sim_data/masks\00372.png,0.00032689946237951517
sim_data/RGB\00373.png,sim_data/masks\00373.png,-0.009791107848286629
sim_data/RGB\00374.png,sim_data/masks\00374.png,-0.007755647413432598
sim_data/RGB\00375.png,sim_data/masks\00375.png,-0.007755647413432598
sim_data/RGB\00376.png,sim_data/masks\00376.png,-0.0044908346608281136
sim_data/RGB\00377.png,sim_data/masks\00377.png,-0.0017062873812392354
sim_data/RGB\00378.png,sim_data/masks\00378.png,0.0009199392516165972
sim_data/RGB\00379.png,sim_data/masks\00379.png,-0.0039703031070530415
sim_data/RGB\00380.png,sim_data/masks\00380.png,-0.003091643564403057
sim_data/RGB\00381.png,sim_data/masks\00381.png,-0.0021796838846057653
sim_data/RGB\00382.png,sim_data/masks\00382.png,-0.001169834053143859
sim_data/RGB\00383.png,sim_data/masks\00383.png,-0.00026177658583037555
sim_data/RGB\00384.png,sim_data/masks\00384.png,0.0002485241857357323
sim_data/RGB\00385.png,sim_data/masks\00385.png,0.0
sim_data/RGB\00386.png,sim_data/masks\00386.png,-0.001628620084375143
sim_data/RGB\00387.png,sim_data/masks\00387.png,-0.0010428630048409104
sim_data/RGB\00388.png,sim_data/masks\00388.png,-0.0011981634888797998
sim_data/RGB\00389.png,sim_data/masks\00389.png,-0.00015061433077789843
